,Day,Cluster_3_Expression
193,6,1605
194,6,3799
195,6,3303
196,0,5527
197,0,4086
198,0,8577
199,0,5008
200,0,3444
201,2,9283
202,2,9899
203,2,9598
204,4,9013
205,4,11054
206,4,9066
207,6,5712
208,6,11885
209,6,13419
210,0,2369
211,0,1738
212,0,2998
213,0,2084
214,0,1453
215,2,5229
216,2,6392
217,2,6277
218,4,4696
219,4,4803
220,4,4832
221,6,3616
222,6,8051
223,6,7917
224,0,13997
225,0,10703
226,0,20644
227,0,12586
228,0,10280
229,2,20042
230,2,14475
231,2,20406
232,4,10489
233,4,12101
234,4,8299
235,6,4305
236,6,8297
237,6,6904
238,0,6488
239,0,4678
240,0,9817
241,0,5623
242,0,5051
243,2,10889
244,2,11465
245,2,12557
246,4,10683
247,4,13280
248,4,11872
249,6,5917
250,6,15799
251,6,16201
252,0,1873
253,0,1461
254,0,3580
255,0,2046
256,0,1417
257,2,5025
258,2,7474
259,2,6401
260,4,5605
261,4,7376
262,4,6565
263,6,4227
264,6,10039
265,6,10816
266,0,5764
267,0,4326
268,0,9481
269,0,5592
270,0,4236
271,2,8121
272,2,7073
273,2,8247
274,4,6188
275,4,8444
276,4,6185
277,6,3051
278,6,6254
279,6,6655
280,0,9796
281,0,7286
282,0,14863
283,0,8946
284,0,6555
285,2,13914
286,2,13895
287,2,15606
288,4,10905
289,4,13036
290,4,10607
291,6,4825
292,6,10532
293,6,10312
294,0,3728
295,0,2708
296,0,6111
297,0,3535
298,0,2276
299,2,5819
300,2,6459
301,2,6145
302,4,4999
303,4,6463
304,4,5106
305,6,3177
306,6,7068
307,6,6814
308,0,6960
309,0,5149
310,0,10702
311,0,5829
312,0,4766
313,2,10162
314,2,9119
315,2,10887
316,4,7614
317,4,7232
318,4,5982
319,6,3187
320,6,7490
321,6,7173
322,0,2771
323,0,2233
324,0,4903
325,0,2840
326,0,1985
327,2,7276
328,2,9619
329,2,8994
330,4,9660
331,4,10951
332,4,9984
333,6,4498
334,6,13215
335,6,13284
336,0,3541
337,0,2671
338,0,5213
339,0,3105
340,0,2014
341,2,10186
342,2,14431
343,2,12657
344,4,13466
345,4,15185
346,4,13489
347,6,7576
348,6,16143
349,6,15469
350,0,7524
351,0,6583
352,0,18437
353,0,13431
354,0,10258
355,2,17351
356,2,12825
357,2,17868
358,4,8578
359,4,13910
360,4,8785
361,6,4355
362,6,6884
363,6,7185
364,0,4632
365,0,3473
366,0,6493
367,0,4213
368,0,3079
369,2,7227
370,2,7038
371,2,7933
372,4,6303
373,4,6945
374,4,5622
375,6,2768
376,6,6069
377,6,5889
378,0,3581
379,0,2691
380,0,5359
381,0,3156
382,0,2165
383,2,5541
384,2,5630
385,2,6248
386,4,3902
387,4,4328
388,4,3664
389,6,2690
390,6,5505
391,6,6640
392,0,2844
393,0,2017
394,0,4441
395,0,2652
396,0,1711
397,2,7086
398,2,11551
399,2,8978
400,4,8510
401,4,10919
402,4,10047
403,6,4863
404,6,10501
405,6,10514
406,0,2749
407,0,2132
408,0,4103
409,0,2486
410,0,2215
411,2,6436
412,2,10523
413,2,8466
414,4,7566
415,4,8560
416,4,9099
417,6,4767
418,6,13390
419,6,13690
420,0,4202
421,0,3205
422,0,6421
423,0,3914
424,0,2681
425,2,6875
426,2,6207
427,2,7746
428,4,5793
429,4,5999
430,4,5648
431,6,3098
432,6,7417
433,6,8126
434,0,4455
435,0,3455
436,0,7098
437,0,4100
438,0,3000
439,2,7878
440,2,7080
441,2,8275
442,4,6377
443,4,7359
444,4,6087
445,6,3640
446,6,8624
447,6,7600
448,0,2776
449,0,2194
450,0,4937
451,0,2852
452,0,2021
453,2,7161
454,2,9494
455,2,8952
456,4,8383
457,4,9150
458,4,9653
459,6,4491
460,6,12301
461,6,12836
462,0,3198
463,0,2495
464,0,5435
465,0,2915
466,0,2028
467,2,9439
468,2,13616
469,2,11277
470,4,14715
471,4,16226
472,4,16827
473,6,8679
474,6,23431
475,6,24682
476,0,6711
477,0,5216
478,0,11311
479,0,6229
480,0,5054
481,2,14769
482,2,16732
483,2,17568
484,4,15752
485,4,16932
486,4,17069
487,6,8567
488,6,22928
489,6,22532
490,0,3766
491,0,2907
492,0,6095
493,0,3459
494,0,2640
495,2,9002
496,2,11142
497,2,10905
498,4,10010
499,4,10570
500,4,10790
501,6,5522
502,6,15536
503,6,16153
504,0,5688
505,0,4269
506,0,9809
507,0,5406
508,0,4150
509,2,10057
510,2,10582
511,2,11089
512,4,8484
513,4,11803
514,4,10166
515,6,5221
516,6,12606
517,6,13943
518,0,2913
519,0,1890
520,0,6182
521,0,2865
522,0,1207
523,2,4518
524,2,5545
525,2,4720
526,4,7493
527,4,8308
528,4,8140
529,6,3777
530,6,8989
531,6,10751
532,0,5546
533,0,3796
534,0,8269
535,0,5510
536,0,3260
537,2,7469
538,2,5953
539,2,7201
540,4,4818
541,4,5562
542,4,3702
543,6,2048
544,6,4080
545,6,3940
546,0,4755
547,0,3379
548,0,8131
549,0,4630
550,0,3578
551,2,7226
552,2,6271
553,2,7314
554,4,5486
555,4,6203
556,4,4803
557,6,2531
558,6,5225
559,6,5488
560,0,3214
561,0,2319
562,0,4885
563,0,3189
564,0,2263
565,2,5581
566,2,5770
567,2,6203
568,4,4097
569,4,5162
570,4,4534
571,6,2902
572,6,6304
573,6,6425
574,0,1473
575,0,1011
576,0,3113
577,0,1937
578,0,1158
579,2,6682
580,2,12009
581,2,9525
582,4,7579
583,4,11397
584,4,11184
585,6,7801
586,6,20875
587,6,23823
588,0,5448
589,0,4250
590,0,8185
591,0,4636
592,0,3598
593,2,9446
594,2,11213
595,2,12272
596,4,9168
597,4,11696
598,4,10745
599,6,6209
600,6,14430
601,6,13916
602,0,7192
603,0,5551
604,0,11689
605,0,6356
606,0,5631
607,2,10402
608,2,8041
609,2,11761
610,4,6222
611,4,6385
612,4,5151
613,6,2404
614,6,5896
615,6,5620
616,0,8596
617,0,5647
618,0,9311
619,0,6387
620,0,3145
621,2,8849
622,2,6520
623,2,7733
624,4,4593
625,4,5382
626,4,2860
627,6,1351
628,6,2194
629,6,1735
630,0,11482
631,0,8182
632,0,17968
633,0,11086
634,0,8392
635,2,20853
636,2,22793
637,2,24824
638,4,18043
639,4,22850
640,4,19275
641,6,10871
642,6,24410
643,6,24708
644,0,3294
645,0,2587
646,0,5239
647,0,3114
648,0,2289
649,2,7478
650,2,8578
651,2,8748
652,4,7940
653,4,8776
654,4,7272
655,6,2910
656,6,7603
657,6,6902
658,0,4149
659,0,3230
660,0,7146
661,0,3762
662,0,3383
663,2,7213
664,2,7571
665,2,8580
666,4,7423
667,4,7105
668,4,6445
669,6,4150
670,6,9550
671,6,9394
672,0,2001
673,0,1266
674,0,3735
675,0,1893
676,0,981
677,2,5800
678,2,8122
679,2,7058
680,4,6851
681,4,8761
682,4,7394
683,6,5198
684,6,11341
685,6,12218
686,0,2868
687,0,2242
688,0,4471
689,0,2822
690,0,1778
691,2,8666
692,2,13247
693,2,10689
694,4,13923
695,4,16277
696,4,15462
697,6,8063
698,6,20504
699,6,21365
700,0,3129
701,0,2330
702,0,4958
703,0,2849
704,0,1843
705,2,6975
706,2,7461
707,2,8279
708,4,7034
709,4,7562
710,4,5639
711,6,3152
712,6,7185
713,6,5421
714,0,2857
715,0,2189
716,0,5544
717,0,3179
718,0,2211
719,2,5202
720,2,5314
721,2,6184
722,4,4597
723,4,5166
724,4,4299
725,6,2468
726,6,5427
727,6,5008
728,0,2289
729,0,1531
730,0,4027
731,0,2264
732,0,1308
733,2,5619
734,2,7341
735,2,6632
736,4,8062
737,4,9924
738,4,8187
739,6,4618
740,6,9534
741,6,8817
742,0,1434
743,0,1184
744,0,2558
745,0,1627
746,0,1185
747,2,6005
748,2,9588
749,2,9197
750,4,9997
751,4,10224
752,4,10590
753,6,4813
754,6,12600
755,6,12388
756,0,8288
757,0,6259
758,0,13162
759,0,6914
760,0,6221
761,2,12562
762,2,9913
763,2,13938
764,4,8792
765,4,8046
766,4,6581
767,6,2935
768,6,7189
769,6,5950
