-7.199740322885268551e-01,3.251288237637192102e-01,-6.566889717534380999e-01,-4.330129976770149547e-01,4.238135866156679255e-01,4.213134926494573884e-01,-1.115837019832777166e-02,4.267468128177525633e-01,-2.023099407107200598e-01,-9.923246931219444900e-01,2.829250038993107452e-01,7.150849587472940527e-02,2.829250028185466004e-01,-3.012941115387454682e-03,2.076318612978758638e-01,-1.828085362435126759e-01,-6.604947919958524816e-01,-8.969156267168082453e-02,-5.035393426283611973e-01,-3.940459036800406101e-02,1.728643965236766888e-01,1.234251675104867996e+00,5.337470379021114208e-02,-4.227773650750459300e-01,6.428974269280862686e-02,7.785351352388225621e-02,4.084298862063704960e-01
-8.124241576687061261e-01,3.330837141896205722e-01,-7.947808626380024055e-01,-7.026245996561213403e-01,6.814107779798525000e-01,4.845286918199359083e-01,3.369124761605654661e-01,3.595976741881344307e-01,-1.988030415878685453e-01,-9.551019736354913192e-01,2.499025733912189073e-01,8.047159948552477793e-02,2.499025748903931365e-01,-3.719050240824938180e-01,3.667271375190378491e-02,-2.075701536567098326e-02,-5.405138878400117530e-01,1.581391307085353581e-01,-1.616327207660188670e-01,-8.399752977759139538e-02,1.363909891356884230e-01,1.316659685629339549e+00,4.408070428261003371e-01,-4.923843133881773415e-01,1.481582523011709673e-01,1.182904250599466911e-01,2.813602183937514156e-01
-6.968589260969511034e-01,3.035374407342668057e-01,-6.141141424232838819e-01,-3.825947723057381289e-01,3.844936283227858853e-01,3.743000887716189107e-01,-6.640108000736777427e-03,4.169990367976036394e-01,-1.766412376829160635e-01,-9.374424176860851610e-01,2.270353701351335296e-01,7.651022793794100274e-02,2.270353691465086532e-01,-1.834857579181230214e-02,2.015574227273339569e-01,-1.557037791731474830e-01,-6.190928314880710381e-01,-3.859907892449815359e-02,-4.624533912767119226e-01,-2.304131179730989354e-02,1.740530159353639306e-01,1.201443504671375173e+00,3.135218000119799342e-02,-4.321841759160605090e-01,3.797307098406299541e-02,8.957224281565578927e-02,3.787861114365207449e-01
-8.923852916777379463e-01,4.076392263108159497e-01,-8.106642479377927923e-01,-5.161411172716088291e-01,5.352062696447394963e-01,5.503747103039988708e-01,4.884305833662594409e-02,5.268445476574572517e-01,-2.847291757418326519e-01,-1.223543271740744842e+00,3.404608928418143554e-01,9.084926851394292679e-02,3.404608911808599814e-01,6.737268834738546763e-03,2.317602113238541595e-01,-2.120439541976152364e-01,-8.089656493045982444e-01,-1.146821554353166239e-01,-6.124169366672356229e-01,-3.920038068500192319e-02,1.975591119244644034e-01,1.506680167526934344e+00,9.968717983552716211e-02,-4.946283253792023160e-01,9.333689877401388224e-02,8.350420310985134931e-02,4.883510802157421393e-01
-7.210052071752266478e-01,2.960215109616030627e-01,-7.022452588197883872e-01,-6.166723520181379703e-01,6.077548835412416306e-01,4.195048162615234166e-01,2.773118663222598479e-01,3.222756932527892082e-01,-1.663284527116943856e-01,-8.485937493452441194e-01,2.224568257732409682e-01,7.192772547338158184e-02,2.224568266380903547e-01,-3.375223660938051484e-01,3.528075032786906484e-02,-9.761625519367933546e-03,-4.701375510770207100e-01,1.526309847904429029e-01,-1.294068699891808283e-01,-7.827104289502304080e-02,1.268132826109671374e-01,1.206702073643387996e+00,3.826992059465481599e-01,-4.454573796313002765e-01,1.271375580242180003e-01,1.132991800570831709e-01,2.456034470173598105e-01
4.931700140616347428e-01,-5.922913847677602206e-01,3.294412060280386134e-01,4.189389436449549864e-01,1.093737598792365873e-02,-1.636740543255786884e-01,-2.792270162860210903e-01,-1.269734143137166704e-01,7.220137380619342515e-01,6.071853793238952690e-01,2.682025842578198427e-01,-1.561599512289867375e-01,2.682025842553973360e-01,-2.079787848395298067e-01,5.870040406569388969e-01,4.216694310764425024e-01,1.349897822978682882e-01,1.857303442577113994e-01,-4.593990813087411862e-01,-3.995821717016737051e-01,-7.596857244520383023e-02,-1.439457254911324924e-01,-4.280501569143336793e-01,9.061385915363162624e-02,1.433266164187874114e-02,-1.316912380448687081e-02,7.478913854955360208e-02
-9.319052831467788955e-01,4.982746843767242306e-01,-8.806976361583352952e-01,-6.110703996760169510e-01,5.920847855966967499e-01,5.995855766138363796e-01,4.134282759269117258e-02,5.228262880956188186e-01,-3.036096807322103963e-01,-1.361005947222472923e+00,4.511211729177764251e-01,6.192749717509160590e-02,4.511211703503001935e-01,2.277035382714931444e-02,3.467766275335035231e-01,-2.688288341304391205e-01,-9.851288500391961467e-01,-1.868874534888028127e-01,-7.465238539499159387e-01,-8.706646713789412129e-02,1.491485221131979566e-01,1.523472546868914534e+00,1.257215883836075854e-01,-4.843663672524591846e-01,1.406599129974046847e-01,1.014864189192576371e-01,6.128366788419254974e-01
-8.217141351546017880e-01,3.313836557509898251e-01,-8.165060031918575101e-01,-6.946656327217697324e-01,6.771623942407982710e-01,4.571578994168463694e-01,3.284578645728296609e-01,3.662683104362527420e-01,-1.942502999758959348e-01,-9.346660741973782383e-01,2.214328184512550646e-01,8.425803646544449688e-02,2.214328194318312404e-01,-3.720296168324622732e-01,3.003903596063009496e-02,-1.233451590122119912e-02,-5.293523676084692653e-01,2.001601828246134529e-01,-1.706467940435769659e-01,-7.901019160691809262e-02,1.527479640312947584e-01,1.320639668147064683e+00,4.281926834632526768e-01,-5.184541729494435147e-01,1.391240913544985469e-01,1.359716637762642122e-01,2.781708085305090727e-01
-7.231313279130970884e-01,2.797309928572490056e-01,-7.443086079984739811e-01,-5.795739328868938500e-01,6.228772744027659680e-01,3.527828171338771579e-01,2.585712028390762529e-01,3.389331813022697371e-01,-1.458495674917724694e-01,-7.794712298572887832e-01,1.572206329601895658e-01,8.221503548087261137e-02,1.572206335862205706e-01,-3.217851011655985527e-01,4.297324616691106103e-02,4.439729649343249207e-03,-4.458093087963639345e-01,2.379719993339374229e-01,-2.312759080604305240e-01,-5.863135417473981648e-02,1.822676404099189129e-01,1.201971804520825859e+00,3.308540848888189556e-01,-4.918466398741889734e-01,1.270498670835291666e-01,1.481130823648195705e-01,2.343961489035426560e-01
-6.843046403063066663e-01,3.257871818664941355e-01,-6.774941042911346578e-01,-4.275451889429245367e-01,4.754744834759406791e-01,4.292889358790749066e-01,-3.005162952598028347e-02,4.142435969530863238e-01,-1.926083087694001605e-01,-9.725314364504857867e-01,2.935780237461128594e-01,7.725409411292100126e-02,2.935780226881185562e-01,1.724236786553587364e-02,2.160279355652238720e-01,-1.403646717388187248e-01,-6.587061799964368802e-01,-7.156925733608598961e-02,-6.107072145961378595e-01,-5.056331413631607458e-02,1.648499872111119924e-01,1.182711202351343971e+00,6.114338793077267464e-02,-4.493541418595268233e-01,1.028973813861333020e-01,8.441057599019735624e-02,3.920652067160317333e-01
